variant,fixture,regime,session,query,label,n_block,cos_top1,cos_top2,cos_margin,fused_top1,fused_top2,fused_margin,entropy,bm25_top1_raw,bm25_best_text,bm25_hits,vector_top1_is_text_top1,subject_key,subject_competitors,subject_distinctive,subject_query_overlap,subject_min_df,subject_admits,query_chars,query_tokens,query_is_question,query_first_word,live_facts,stored_facts,n_subjects,session_span_s,gate_open,top1_fact
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,remind me to call the dentist,off_domain_negative,12,0.34919273853302,0.358081638813019,-0.008888900279999001,0.34919273853302,0.29610597055691956,0.05308676797610046,2.481728705149758,4.0,4.0,48,True,derek shepherd spouse,7,2,0,1,False,29,6,False,remind,150,219,150,0.0,False,Derek Shepherd is married to Meredith Grey.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what's the best way to learn guitar?,off_domain_negative,12,0.408330082893372,0.37221634387970004,0.036113739013671986,0.3141000637641323,0.30779428436205963,0.006305779402072664,2.4832455696992106,0.0,4.0,48,False,bill educated frisell university,11,2,0,1,False,36,7,True,what's,150,219,150,0.0,False,The univeristy where Bill Frisell was educated is Berklee College of Music.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,can you rewrite that paragraph more concisely?,off_domain_negative,12,0.472222864627838,0.46945643424987804,0.002766430377959983,0.36324835740602923,0.3611203340383677,0.0021280233676615468,2.482598876434564,0.0,2.5,3,False,eliot language speaks t,12,2,0,1,False,46,7,True,can,150,219,150,0.0,False,T. S. Eliot speaks the language of English.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which sport is goaltender associated with?,hard_negative,12,0.48464483022689797,0.614035606384277,-0.12939077615737904,0.48464483022689797,0.4723350818340592,0.01230974839283877,2.482484901506623,3.25,3.25,48,False,associated quarterback sport,11,1,0,1,False,42,6,True,which,153,236,153,0.0,False,quarterback is associated with the sport of American football.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is Nobuhiro Watsuki famous for?,positive,12,0.7778142690658569,0.60294508934021,0.17486917972564697,0.7051612878893757,0.60294508934021,0.10221619854916575,2.440614777631829,8.33333333333333,14.0,48,False,famous nobuhiro watsuki work,6,2,2,1,True,36,6,True,what,153,236,153,0.0,True,Nobuhiro Watsuki is famous for Rurouni Kenshin.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which country was rugby union created in?,hard_negative,12,0.696924686431885,0.556674242019653,0.140250444412232,0.696924686431885,0.4659942749938271,0.23093041143805787,2.4705604573256337,17.0,17.0,48,True,associated galwegians rfc sport,11,2,0,1,False,41,7,True,which,153,236,153,0.0,True,Galwegians RFC is associated with the sport of rugby union.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is Ferdowsi famous for?,hard_negative,12,0.61735075712204,0.497256517410278,0.12009423971176203,0.5655450991817289,0.497256517410278,0.06828858177145092,2.4673045912515126,7.0,11.0,48,False,al creator rand thor,1,4,0,1,True,28,5,True,what,153,236,153,0.0,True,Rand al'Thor was created by Ferdowsi.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which university was Joan Didion educated at?,hard_negative,12,0.595801949501038,0.607839047908783,-0.012037098407744917,0.595801949501038,0.5176651232190185,0.07813682628201957,2.4646368607002325,14.0,14.0,48,True,hawthorne sophia spouse,6,2,0,1,False,45,7,True,which,153,236,153,0.0,True,Sophia Hawthorne is married to Joan Didion.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the author of The Marriage of Figaro?,positive,12,0.853564620018005,0.820447683334351,0.03311693668365401,0.6565881692446193,0.6311136025648854,0.025474566679733912,2.466383894744615,0.0,2.75,48,False,author figaro marriage,3,2,2,1,True,44,9,True,who,153,236,153,0.0,True,The author of The Marriage of Figaro is Pierre Beaumarchais.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which sport is Tunisia national football team associated with?,positive,12,0.9110795855522156,0.83912193775177,0.07195764780044556,0.7900270532061171,0.6454784136552076,0.14454863955090946,2.46060745742132,4.66666666666667,11.0,48,False,associated football national sport team tunisia,12,3,3,1,True,62,9,True,which,153,236,153,0.0,True,Tunisia national football team is associated with the sport of association football.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which sport is quarterback associated with?,positive,12,0.8775344491004939,0.710193812847137,0.16734063625335693,0.877534449100494,0.710193812847137,0.16734063625335704,2.448617957176084,5.0,5.0,48,True,associated quarterback sport,11,1,1,1,True,43,6,True,which,153,236,153,0.0,True,quarterback is associated with the sport of American football.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the official language of Japan?,hard_negative,12,0.636501848697662,0.539012253284454,0.09748959541320801,0.4896168066905092,0.41462481021881076,0.07499199647169846,2.4729030614697556,0.0,1.0,48,False,current government head japan,5,1,1,1,True,39,7,True,what,153,236,153,0.0,True,The name of the current head of the Japan government is Shinzō Abe.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the name of the current head of the Tucson government?,hard_negative,12,0.515728771686554,0.613384068012238,-0.09765529632568404,0.48095503684349084,0.4718338984709523,0.009121138372538529,2.479545013640095,1.59259259259259,2.25,48,False,commissars council current government head people,5,3,0,1,False,62,12,True,what,153,236,153,0.0,False,The name of the current head of the Council of People's Commissars government is Vladimir Lenin.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the name of the current head of the Italy government?,positive,12,0.876162111759186,0.555758059024811,0.320404052734375,0.6739708551993738,0.555758059024811,0.11821279617456282,2.475907084205169,0.0,5.0,48,False,current government head italy,5,1,1,1,True,61,12,True,what,153,236,153,0.0,True,The name of the current head of the Italy government is Giuseppe Conte.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who performed Meredith Grey?,positive,12,0.808007597923279,0.45998156070709195,0.3480260372161871,0.7924689902709082,0.45998156070709195,0.3324874295638163,2.438628851773234,7.33333333333333,8.0,11,False,actor grey meredith performed,1,4,3,1,True,28,4,True,who,153,236,153,0.0,True,Meredith Grey was performed by Ellen Pompeo.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What position does Robert Parish play?,positive,12,0.867654085159302,0.8181473612785339,0.049506723880768044,0.860503089951945,0.8114043885207438,0.04909870143120121,2.4241424723273184,6.75,7.0,14,False,parish plays position robert,8,1,1,1,True,38,6,True,what,153,236,153,0.0,True,Robert Parish plays the position of center.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the country of citizenship of Cédric Klapisch?,hard_negative,12,0.5163677930831909,0.47270476818084695,0.04366302490234397,0.3972059946793776,0.3735359356953546,0.023670058984023024,2.483863561699952,0.0,11.0,48,False,citizenship grégoire henri,16,2,0,1,False,54,9,True,what,153,236,153,0.0,False,Henri Grégoire is a citizen of France.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the author of Sidereus Nuncius?,hard_negative,12,0.503060400485992,0.47084587812423695,0.03221452236175504,0.503060400485992,0.41651750757144035,0.08654289291455164,2.4789612249025605,2.0,2.0,48,True,author witcher,3,1,0,1,False,38,7,True,who,153,236,153,0.0,False,The author of The Witcher is Andrzej Sapkowski.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which continent is Germany located in?,positive,12,0.864620625972748,0.811018288135529,0.053602337837219016,0.864620625972748,0.811018288135529,0.053602337837219016,2.456179135006299,7.75,7.75,48,False,continent germany located,9,1,1,2,True,38,6,True,which,153,236,153,0.0,True,Germany is located in the continent of Europe.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which religion is Kingdom of Ireland affiliated with?,hard_negative,12,0.519824981689453,0.518587529659271,0.0012374520301819958,0.519824981689453,0.518587529659271,0.0012374520301819958,2.4793991848218715,2.42857142857143,2.42857142857143,48,True,affiliated natalie portman religion,7,2,0,1,False,53,8,True,which,153,236,153,0.0,True,Natalie Portman is affiliated with the religion of interdenominational organization.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which country was association football created in?,positive,12,0.8399031162261961,0.6775504350662229,0.16235268115997314,0.7504459795867194,0.6775504350662229,0.07289554452049651,2.4697136594821814,7.0,13.0,48,False,association country created football,8,1,1,1,True,50,7,True,which,153,236,153,0.0,True,association football was created in the country of England.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the developer of Windows Phone?,positive,12,0.840797245502472,0.468170404434204,0.37262684106826804,0.6467671119249785,0.46817040443420394,0.17859670749077455,2.4557580430756176,0.0,6.0,48,False,developer phone windows,3,2,2,1,True,38,7,True,who,153,236,153,0.0,True,Windows Phone was developed by Microsoft.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the chief executive officer of Microsoft?,hard_negative,12,0.628871738910675,0.596696674823761,0.03217506408691406,0.628871738910675,0.596696674823761,0.03217506408691406,2.4662881811241926,4.66666666666667,4.66666666666667,48,True,boeing chief executive officer,3,1,0,1,False,48,8,True,who,153,236,153,0.0,False,The chief executive officer of Boeing is Dennis Muilenburg.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the chairperson of Harvard University?,hard_negative,12,0.670702457427979,0.403417468070984,0.26728498935699496,0.5159249672522915,0.40341746807098405,0.11250749918130748,2.4781335000592732,0.0,1.55555555555556,48,False,employer joseph story,2,3,0,1,False,45,7,True,who,153,236,153,0.0,True,Joseph Story is employed by Harvard University.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who founded Church of Scotland?,hard_negative,12,0.582140445709229,0.575988590717316,0.006151854991912953,0.44780034285325304,0.44306814670562766,0.004732196147625378,2.478026095803434,0.0,8.0,48,False,catholic church founder,3,2,1,1,True,31,5,True,who,153,236,153,0.0,True,Catholic Church was founded by Jesus Christ.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which sport is Galwegians RFC associated with?,positive,12,0.887245535850525,0.5100283026695249,0.3772172331810001,0.887245535850525,0.4454574117866844,0.4417881240638406,2.440754692529191,7.2,7.2,48,True,associated galwegians rfc sport,11,2,2,1,True,46,7,True,which,153,236,153,0.0,True,Galwegians RFC is associated with the sport of rugby union.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the director of American Broadcasting Company?,hard_negative,12,0.6792781352996831,0.489749193191528,0.18952894210815507,0.5225216425382178,0.4614944320458627,0.061027210492355044,2.4775284795424777,0.0,2.66666666666667,48,False,666 avenue broadcaster original park,0,5,0,1,True,53,8,True,who,153,236,153,0.0,True,The origianl broadcaster of 666 Park Avenue is American Broadcasting Company.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which city did Gennady Rozhdestvensky die in?,positive,12,0.856034994125366,0.8478683233261111,0.008166670799254927,0.856034994125366,0.6522064025585469,0.2038285915668191,2.4555536128625435,8.0,8.0,48,True,city died gennady rozhdestvensky,14,2,2,1,True,45,7,True,which,153,236,153,0.0,True,Gennady Rozhdestvensky died in the city of Moscow.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the capital of Tang Empire?,hard_negative,12,0.5162790417671199,0.648925840854645,-0.13264679908752508,0.5162790417671199,0.49917372373434227,0.01710531803277765,2.4771475570168655,2.75,2.75,48,True,capital iran,10,1,0,1,False,35,7,True,what,153,236,153,0.0,True,The capital of Iran is Tehran.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the director of British Broadcasting Corporation?,hard_negative,12,0.663684546947479,0.474084734916687,0.18959981203079201,0.5105265745749838,0.3829145935865549,0.12761198098842896,2.479546104477034,0.0,12.0,48,False,dave employer filoni,1,3,0,1,True,56,8,True,who,153,236,153,0.0,True,Dave Filoni is employed by British Broadcasting Corporation.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the country of citizenship of Benjamin Mazar?,positive,12,0.896123588085175,0.44525247812271096,0.45087110996246405,0.6893258369885962,0.3518428673277367,0.3374829696608595,2.4571923707350813,0.0,11.0,48,False,benjamin citizenship mazar,16,2,2,1,True,53,9,True,what,153,236,153,0.0,True,Benjamin Mazar is a citizen of Israel.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What type of music does Michael Mantler play?,positive,12,0.875680923461914,0.7898299098014829,0.08585101366043102,0.6736007103553184,0.6075614690780637,0.06603924127725469,2.447174419825358,0.0,3.33333333333333,48,False,mantler michael music plays type,8,2,2,1,True,45,8,True,what,153,236,153,0.0,True,The type of music that Michael Mantler plays is jazz.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which city did Oscar Wilde die in?,positive,12,0.881448090076447,0.841008067131042,0.04044002294540494,0.881448090076447,0.6469292824084939,0.23451880766795308,2.4615446633441707,6.6,6.6,48,True,city died oscar wilde,14,2,2,1,True,34,7,True,which,153,236,153,0.0,True,Oscar Wilde died in the city of Paris.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which country was baseball created in?,positive,12,0.857533752918243,0.828661203384399,0.028872549533843994,0.7338510000934964,0.6374316949110761,0.09641930518242026,2.470038211250605,3.75,10.0,48,False,baseball country created,6,1,1,1,True,38,6,True,which,153,236,153,0.0,True,baseball was created in the country of United States of America.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the country of citizenship of Ernst Heinkel?,positive,12,0.9354507327079773,0.7859206199646,0.14953011274337724,0.7863019445559362,0.6045543230496924,0.1817476215062438,2.4531059600329006,3.4,11.0,48,False,citizenship ernst heinkel,16,2,2,1,True,52,9,True,what,153,236,153,0.0,True,Ernst Heinkel is a citizen of Germany.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which city is the headquarter of The University of the Arts located in?,hard_negative,12,0.579083263874054,0.534845650196075,0.04423761367797896,0.5276853410449959,0.501615595006378,0.02606974603861789,2.4792488375198998,2.0,3.25,48,False,headquarters minnesota university,6,1,0,1,False,71,13,True,which,153,236,153,0.0,False,The headquarters of University of Minnesota is located in the city of Minneapolis.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which country was rap rock created in?,hard_negative,12,0.581449091434479,0.597651064395905,-0.016201972961426003,0.5411949235659381,0.45973158799685,0.08146333556908814,2.478881033658107,7.0,10.0,48,False,country country created music,11,0,0,6,True,38,7,True,which,153,236,153,0.0,True,country music was created in the country of United States of America.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the official language of United States of America?,hard_negative,12,0.51891303062439,0.498851716518402,0.020061314105987993,0.51891303062439,0.498851716518402,0.020061314105987993,2.4808211661933943,3.83333333333333,3.83333333333333,48,True,citizenship sable,16,1,0,1,False,58,10,True,what,153,236,153,0.0,True,Sable is a citizen of United States of America.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who performed Past Masters?,positive,12,0.746756136417389,0.7305142283439641,0.01624190807342496,0.746756136417389,0.7305142283439641,0.01624190807342496,2.4417861387248623,9.66666666666667,9.66666666666667,11,False,masters past performer,4,2,2,1,True,27,4,True,who,153,236,153,0.0,True,Past Masters was performed by The Beatles.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the capital of Japan?,hard_negative,12,0.554471671581268,0.619991838932037,-0.06552016735076904,0.554471671581268,0.47691679917849,0.07755487240277797,2.4818826853335323,2.75,2.75,48,True,capital iran,10,1,0,1,False,29,6,True,what,153,236,153,0.0,True,The capital of Iran is Tehran.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the capital of France?,positive,12,0.878781259059906,0.717504739761353,0.16127651929855302,0.6759855838922354,0.5519267228933484,0.12405886099888697,2.473688247053214,0.0,2.75,48,False,capital france,11,1,1,2,True,30,6,True,what,153,236,153,0.0,True,The capital of France is Paris.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the developer of SteamOS?,positive,12,0.8722216486930849,0.821404993534088,0.050816655158996915,0.8722216486930849,0.821404993534088,0.050816655158996915,2.4005947176665647,10.0,10.0,48,True,developer steamos,3,1,1,1,True,32,6,True,who,153,236,153,0.0,True,SteamOS was developed by Valve Corporation.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which city is the headquarter of University of Bucharest located in?,hard_negative,12,0.7872269749641421,0.6650791764259341,0.12214779853820801,0.6055592115108785,0.5115993664814877,0.09395984502939081,2.470850073346053,0.0,3.66666666666667,48,False,capital romania,10,1,0,1,False,68,11,True,which,153,236,153,0.0,False,The capital of Romania is Bucharest.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which sport is wide receiver associated with?,hard_negative,12,0.638915538787842,0.628810524940491,0.010105013847351074,0.638915538787842,0.628810524940491,0.010105013847351074,2.4771865515741895,3.25,3.25,48,False,associated quarterback sport,11,1,0,1,False,45,7,True,which,153,236,153,0.0,False,quarterback is associated with the sport of American football.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What position does Hines Ward play?,hard_negative,12,0.59286230802536,0.506640493869781,0.08622181415557895,0.59286230802536,0.506640493869781,0.08622181415557895,2.468189762162867,7.0,7.0,11,False,parish plays position robert,8,1,0,1,False,35,6,True,what,153,236,153,0.0,False,Robert Parish plays the position of center.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the capital of Australia?,positive,12,0.893674612045288,0.834530770778656,0.05914384126663197,0.6874420092656061,0.6419467467528123,0.04549526251279379,2.469650194211759,0.0,2.75,48,False,australia capital,11,1,1,2,True,33,6,True,what,153,236,153,0.0,True,The capital of Australia is Canberra.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which continent is Malaysia located in?,hard_negative,12,0.686191737651825,0.6117458939552309,0.07444584369659402,0.686191737651825,0.6117458939552309,0.07444584369659402,2.4740216116304694,4.75,4.75,48,False,australia continent located,9,1,0,2,False,39,6,True,which,153,236,153,0.0,True,Australia is located in the continent of Oceania.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the author of A Wizard of Earthsea?,hard_negative,12,0.61121529340744,0.601810157299042,0.009405136108397993,0.61121529340744,0.46293089023003225,0.1482844031774077,2.4716987234636316,2.25,2.25,48,True,author witcher,3,1,0,1,False,42,9,True,who,153,236,153,0.0,True,The author of The Witcher is Andrzej Sapkowski.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who performed Free as a Bird?,positive,12,0.791774213314056,0.5304379463195801,0.2613362669944759,0.7506628599304415,0.5304379463195801,0.22022491361086138,2.458537187526613,6.2,8.0,11,False,as bird free performer,4,3,3,1,True,29,6,True,who,153,236,153,0.0,True,Free as a Bird was performed by The Beatles.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the author of Our Mutual Friend?,positive,12,0.848478436470032,0.814234912395477,0.034243524074555,0.848478436470032,0.6263345479965207,0.2221438884735113,2.4377214713423134,4.66666666666667,4.66666666666667,48,True,author friend mutual our,3,3,3,1,True,39,8,True,who,153,236,153,0.0,True,The author of Our Mutual Friend is Charles Dickens.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which country was basketball created in?,positive,12,0.848558783531189,0.625190019607544,0.22336876392364502,0.6527375257932223,0.625190019607544,0.02754750618567836,2.474909751431482,0.0,10.0,48,False,basketball country created,6,1,1,1,True,40,6,True,which,153,236,153,0.0,True,basketball was created in the country of United States of America.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the country of citizenship of Hal Needham?,hard_negative,12,0.49347120523452803,0.456399083137512,0.03707212209701605,0.37959323479579077,0.35905522274804264,0.020538012047748133,2.4834904181660122,0.0,11.0,48,False,citizenship cook tim,16,2,0,1,False,50,9,True,what,153,236,153,0.0,False,Tim Cook is a citizen of United States of America.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which continent is Bengaluru located in?,hard_negative,12,0.6135715246200559,0.5656470656394961,0.04792445898055986,0.6135715246200559,0.5656470656394961,0.04792445898055986,2.478138317413064,4.75,4.75,48,False,australia continent located,9,1,0,2,False,40,6,True,which,153,236,153,0.0,True,Australia is located in the continent of Oceania.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which sport is Slovakia national football team associated with?,positive,12,0.9180870056152344,0.832208216190338,0.08587878942489635,0.796103417456567,0.7711020184980404,0.0250013989585266,2.4519737439491136,4.66666666666667,11.0,48,False,associated football national slovakia sport team,12,3,3,1,True,63,9,True,which,153,236,153,0.0,True,Slovakia national football team is associated with the sport of association football.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the name of the current head of state in United States of America?,positive,12,0.898781299591064,0.841847360134125,0.05693393945693903,0.6913702304546646,0.6475748924108653,0.043795338043799314,2.4738327345648443,0.0,4.83333333333333,48,False,america current head state states united,9,2,2,2,True,74,15,True,what,153,236,153,0.0,True,The name of the current head of state in United States of America is Donald Trump.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which religion is Imelda Marcos affiliated with?,positive,12,0.9091184735298157,0.829414486885071,0.07970398664474465,0.6993219027152427,0.6380111437577469,0.061310758957495826,2.4565478611304528,0.0,4.0,48,False,affiliated imelda marcos religion,7,2,2,1,True,48,7,True,which,153,236,153,0.0,True,Imelda Marcos is affiliated with the religion of Catholicism.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What type of music does Dana International play?,positive,12,0.888303637504578,0.771546006202698,0.11675763130188,0.6833104903881368,0.5934969278482292,0.08981356253990769,2.4515492015898324,0.0,3.33333333333333,48,False,dana international music plays type,9,2,2,1,True,48,8,True,what,153,236,153,0.0,True,The type of music that Dana International plays is pop music.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What is the country of citizenship of Sable?,positive,12,0.862676739692688,0.791571855545044,0.07110488414764404,0.6979839075695384,0.6089014273423414,0.089082480227197,2.45685928723282,1.9,11.0,48,False,citizenship sable,16,1,1,1,True,44,8,True,what,153,236,153,0.0,True,Sable is a citizen of United States of America.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which country was Charlie Hebdo created in?,positive,12,0.90358966588974,0.858451247215271,0.045138418674468994,0.8660559413066278,0.6603471132425162,0.20570882806411162,2.4458713963359067,8.2,10.0,48,False,charlie country created hebdo,6,2,2,1,True,43,7,True,which,153,236,153,0.0,True,Charlie Hebdo was created in the country of France.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is Elvis Presley married to?,positive,12,0.8511673808097839,0.919643759727478,-0.06847637891769409,0.8209484205443478,0.8135310182204611,0.007417402323886657,2.444269380420021,11.0,13.0,48,False,elvis presley spouse,6,2,2,1,True,32,6,True,who,153,236,153,0.0,True,Elvis Presley is married to Charles the Bold.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who performed Hermione Granger?,positive,12,0.827032268047333,0.764570474624634,0.062461793422698975,0.8270322680473331,0.764570474624634,0.062461793422699086,2.4145800653432796,9.66666666666667,9.66666666666667,11,True,actor granger hermione performed,1,4,3,1,True,31,4,True,who,153,236,153,0.0,True,Hermione Granger was performed by Emma Watson.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which sport is Bo Ryan associated with?,hard_negative,12,0.635422825813293,0.567334830760956,0.06808799505233698,0.635422825813293,0.567334830760956,0.06808799505233698,2.4708515569629808,3.25,3.25,48,False,associated quarterback sport,11,1,0,1,False,39,7,True,which,153,236,153,0.0,False,quarterback is associated with the sport of American football.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What type of music does John McVie play?,positive,12,0.9199159741401672,0.8322270512580869,0.0876889228820803,0.9199159741401671,0.640174654813913,0.2797413193262541,2.4265662156324463,8.0,8.0,48,True,john mcvie music plays type,10,1,1,1,True,40,8,True,what,153,236,153,0.0,True,The type of music that John McVie plays is rock music.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What position does Rogério Ceni play?,hard_negative,12,0.528125584125519,0.507101356983185,0.021024227142333984,0.528125584125519,0.507101356983185,0.021024227142333984,2.474208221216846,7.0,7.0,11,False,parish plays position robert,8,1,0,1,False,37,6,True,what,153,236,153,0.0,False,Robert Parish plays the position of center.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Who is the chief executive officer of Twitter?,positive,12,0.849786996841431,0.8775514960289,-0.02776449918746904,0.849786996841431,0.675039612329923,0.17474738451150795,2.438164070720748,5.83333333333333,5.83333333333333,48,True,chief executive officer twitter,3,1,1,1,True,46,8,True,who,153,236,153,0.0,True,The chief executive officer of Twitter is Bernard Arnault.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,What language does Kylie Minogue speak?,positive,12,0.89560329914093,0.866544485092163,0.02905881404876698,0.7645844099122087,0.7397766448966748,0.024807765015533834,2.424089431783543,10.25,28.0,7,False,kylie language minogue speaks,2,3,2,1,True,39,6,True,what,153,236,153,0.0,True,Kylie Minogue speaks the language of English.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which sport is Darryl Strawberry associated with?,hard_negative,12,0.485825777053833,0.475070357322693,0.010755419731140026,0.48582577705383306,0.475070357322693,0.010755419731140081,2.481467825800796,3.25,3.25,48,False,associated football national slovakia sport team,12,3,0,1,False,49,7,True,which,153,236,153,0.0,False,Slovakia national football team is associated with the sport of cricket.
mxbai,bench_factconsolidation_sh_6k_fold1,bench,calib-factconsolidation_sh_6k-fold1,Which sport is placekicker associated with?,hard_negative,12,0.5491544008255,0.5910442471504209,-0.041889846324920876,0.5491544008255,0.5385846985867742,0.010569702238725887,2.4823128870992086,3.25,3.25,48,False,associated cornerback sport,11,1,0,1,False,43,6,True,which,153,236,153,0.0,False,cornerback is associated with the sport of American football.
